model_id_nativeness,model_comparison_id,analysis_group,nativeness_var,site_id,species_response,time_series,analysis_group_category,exclusion,random_effect,min_refs,n_levels,min_obs,max_obs,max_refs,formula_nativeness,formula_null,model_path_nativeness,model_path_null,i2_nativeness,i2_null,BIC_nativeness,BIC_null,min_sigma_nativeness,min_sigma_null,sum_sigma_nativeness,sum_sigma_null,model_id_null,overfit,min_BIC,delta_BIC,preferred_model,LRT,LRT_pval,I2_star,R2_cond,prop_variance_reduced
"model_745","Microbe_Abundance_Herbivore_nativeness","Microbe_Abundance","Herbivore_nativeness","no","no","no","Microbes","!is.na(Herbivore_nativeness) & analysis_group == 'Microbe_Abundance'","list(~1 | Citation / data_point_ID)",4,2,24,29,7," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_745.Rds","outputs/revision/models/model_225.Rds",68.3758365855106,69.5271544431772,113.079181291876,109.297570590733,0.100854488647644,0.100609875577517,0.37083347892933,0.388012959723897,"model_225","no",113.079181291876,0,"yes",0.188681212409847,0.664016506861615,1.63118091819662,2.0829733726629,0.0442755334945278
"model_746","Microbe_Abundance_Herbivore_nativeness","Microbe_Abundance","Herbivore_nativeness","no","no","yes","Microbes","!is.na(Herbivore_nativeness) & analysis_group == 'Microbe_Abundance'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",4,2,24,29,7," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_746.Rds","outputs/revision/models/model_226.Rds",64.2057946785563,66.0411895687748,116.497690905931,112.747215963176,8.31531488641016e-10,7.99979780110169e-10,0.307649935676828,0.330725137340586,"model_226","no",113.079181291876,3.41850961405548,"no",0.219816970797382,0.639179412828215,2.08823370325589,2.49913147324348,0.0697715385329
"model_747","Microbe_Abundance_Herbivore_nativeness","Microbe_Abundance","Herbivore_nativeness","no","yes","no","Microbes","!is.na(Herbivore_nativeness) & analysis_group == 'Microbe_Abundance'","list(~1 | Citation / species_response_tag / data_point_ID)",4,2,24,29,7," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_747.Rds","outputs/revision/models/model_227.Rds",68.3519581736772,69.4771760837886,116.81110966735,113.026490677288,0.0201039166911911,0.0203082708787102,0.370424279634338,0.387099164128193,"model_227","no",113.079181291876,3.73192837547447,"no",0.185672923489776,0.666542675215215,1.59889381488121,2.04479603807445,0.0430765189881232
"model_748","Microbe_Abundance_Herbivore_nativeness","Microbe_Abundance","Herbivore_nativeness","no","yes","yes","Microbes","!is.na(Herbivore_nativeness) & analysis_group == 'Microbe_Abundance'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",4,2,24,29,7," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_748.Rds","outputs/revision/models/model_228.Rds",64.4799046378443,66.2184930136908,120.014398378939,116.258722730122,4.43811092691336e-10,1.44481976429496e-10,0.311347649484978,0.33335353137262,"model_228","no",113.079181291876,6.93521708706298,"no",0.214616264735824,0.643173034228977,2.01636444278798,2.42397497053055,0.0660136456243023
"model_749","Microbe_Abundance_Herbivore_nativeness","Microbe_Abundance","Herbivore_nativeness","yes","no","no","Microbes","!is.na(Herbivore_nativeness) & analysis_group == 'Microbe_Abundance'","list(~1 | Citation / data_point_ID, ~1 | site_id)",4,2,24,29,7," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_749.Rds","outputs/revision/models/model_229.Rds",68.3758337118631,70.1890106469602,117.049473215651,113.166774883922,4.84440014137233e-08,0.100123319270587,0.370833429647061,0.400403180092533,"model_229","no",113.079181291876,3.97029192377508,"no",0.0875935818235689,0.767259003060584,1.63118051166693,2.08297313540154,0.0738499390505319
"model_750","Microbe_Abundance_Herbivore_nativeness","Microbe_Abundance","Herbivore_nativeness","yes","no","yes","Microbes","!is.na(Herbivore_nativeness) & analysis_group == 'Microbe_Abundance'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",4,2,24,29,7," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_750.Rds","outputs/revision/models/model_230.Rds",65.0836458682424,66.7460742173676,120.457305063403,116.550075212165,5.85106638873929e-10,9.32118069660031e-10,0.319696816540334,0.341340319403761,"model_230","no",113.079181291876,7.37812377152706,"no",0.0630620623149412,0.801720089828003,0.994148591787941,1.17060742543137,0.0634074020356966
"model_751","Microbe_Abundance_Herbivore_nativeness","Microbe_Abundance","Herbivore_nativeness","yes","yes","no","Microbes","!is.na(Herbivore_nativeness) & analysis_group == 'Microbe_Abundance'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",4,2,24,29,7," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_751.Rds","outputs/revision/models/model_231.Rds",68.3519542715088,70.175580259646,120.78140158869,116.898381247848,3.32756096885268e-08,0.020043840102654,0.370424212814165,0.400146291433502,"model_231","no",113.079181291876,7.70222029681474,"no",0.0872715727102928,0.767674871574986,1.5988935918593,2.0447961200027,0.07427803094928
"model_752","Microbe_Abundance_Herbivore_nativeness","Microbe_Abundance","Herbivore_nativeness","yes","yes","yes","Microbes","!is.na(Herbivore_nativeness) & analysis_group == 'Microbe_Abundance'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",4,2,24,29,7," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_752.Rds","outputs/revision/models/model_232.Rds",65.3338298159536,66.9781778962412,123.976370972245,120.067554542168,4.80631926796816e-13,0,0.323241847355974,0.344934855541992,"model_232","yes",113.079181291876,10.897189680369,"no",0.0614754834757463,0.80417889583858,0.978638476580865,1.15701005112372,0.0628901598011364
"model_753","Microbe_Abundance_Invasive","Microbe_Abundance","Invasive","no","no","no","Microbes","!is.na(Invasive) & analysis_group == 'Microbe_Abundance'","list(~1 | Citation / data_point_ID)",3,2,22,29,7," ~ Invasive"," ~ 1","outputs/revision/models/model_753.Rds","outputs/revision/models/model_233.Rds",71.0051239621596,71.7499196253181,109.98901975666,106.140421954209,0.102586280097244,0.102492425192479,0.424004671044711,0.435361817677628,"model_233","no",109.98901975666,0,"yes",0.0832278302734579,0.772969893137392,0.926896105768162,1.04793120380363,0.0260866850784027
"model_754","Microbe_Abundance_Invasive","Microbe_Abundance","Invasive","no","no","yes","Microbes","!is.na(Invasive) & analysis_group == 'Microbe_Abundance'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",3,2,22,29,7," ~ Invasive"," ~ 1","outputs/revision/models/model_754.Rds","outputs/revision/models/model_234.Rds",67.6775129562966,68.9388270870918,113.295381087173,109.477667660003,1.12954705523593e-09,7.48872946272477e-10,0.362528227820911,0.380447421846093,"model_234","no",109.98901975666,3.306361330513,"no",0.114112205554818,0.73551015562035,1.3986338812219,1.4803398339836,0.0471003166172898
"model_755","Microbe_Abundance_Invasive","Microbe_Abundance","Invasive","no","yes","no","Microbes","!is.na(Invasive) & analysis_group == 'Microbe_Abundance'","list(~1 | Citation / species_response_tag / data_point_ID)",3,2,22,29,7," ~ Invasive"," ~ 1","outputs/revision/models/model_755.Rds","outputs/revision/models/model_235.Rds",70.9177746413747,71.643409617436,113.680697571639,109.830335609208,0.0205915823452047,0.0207307050837367,0.422211123689396,0.433082707472196,"model_235","no",109.98901975666,3.69167781497895,"no",0.0814636702938856,0.775323602685471,0.900725486997618,1.02292751886316,0.0251027889020439
"model_756","Microbe_Abundance_Invasive","Microbe_Abundance","Invasive","no","yes","yes","Microbes","!is.na(Invasive) & analysis_group == 'Microbe_Abundance'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",3,2,22,29,7," ~ Invasive"," ~ 1","outputs/revision/models/model_756.Rds","outputs/revision/models/model_236.Rds",67.829012002255,69.018016706355,116.774172225118,112.95250070839,3.67591277845768e-10,4.48773209207788e-10,0.365050796137249,0.381857976099208,"model_236","no",109.98901975666,6.78515246845828,"no",0.110154115996409,0.739968745138805,1.33191816973827,1.41970475591635,0.0440142173633507
"model_757","Microbe_Abundance_Invasive","Microbe_Abundance","Invasive","yes","no","no","Microbes","!is.na(Invasive) & analysis_group == 'Microbe_Abundance'","list(~1 | Citation / data_point_ID, ~1 | site_id)",3,2,22,29,7," ~ Invasive"," ~ 1","outputs/revision/models/model_757.Rds","outputs/revision/models/model_237.Rds",71.8966358632774,72.5608859384202,113.908712664467,109.987847108432,0.102081052154051,0.101953911909118,0.442947715809782,0.453295176907285,"model_237","no",109.98901975666,3.91969290780708,"no",0.0109600766894431,0.91662149177679,0.201301788783363,0.219678494687422,0.0228272031661607
"model_758","Microbe_Abundance_Invasive","Microbe_Abundance","Invasive","yes","no","yes","Microbes","!is.na(Invasive) & analysis_group == 'Microbe_Abundance'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",3,2,22,29,7," ~ Invasive"," ~ 1","outputs/revision/models/model_758.Rds","outputs/revision/models/model_238.Rds",69.0904398025368,69.8357967989793,117.178188300141,113.258779107256,1.22997893488021e-09,1.09230872636054e-09,0.387014591117183,0.396857727716893,"model_238","no",109.98901975666,7.18916854348137,"no",0.0124164398388302,0.911276101251029,0.216242717844383,0.219938889511358,0.0248026834612424
"model_759","Microbe_Abundance_Invasive","Microbe_Abundance","Invasive","yes","yes","no","Microbes","!is.na(Invasive) & analysis_group == 'Microbe_Abundance'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",3,2,22,29,7," ~ Invasive"," ~ 1","outputs/revision/models/model_759.Rds","outputs/revision/models/model_239.Rds",71.840426181598,72.4971621651777,117.601365216683,113.679797761834,0.0204504979663166,0.0204890552760934,0.441717931507992,0.451847730485596,"model_239","no",109.98901975666,7.61234546002355,"no",0.0102581778751727,0.919326078140063,0.188265729649377,0.206052515835272,0.0224186120548134
"model_760","Microbe_Abundance_Invasive","Microbe_Abundance","Invasive","yes","yes","yes","Microbes","!is.na(Invasive) & analysis_group == 'Microbe_Abundance'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",3,2,22,29,7," ~ Invasive"," ~ 1","outputs/revision/models/model_760.Rds","outputs/revision/models/model_240.Rds",69.2588506937282,69.969989283756,120.659063861654,116.738573772298,0,6.83797040054858e-13,0.39008332660402,0.399397118016045,"model_240","yes",109.98901975666,10.6700441049943,"no",0.0113355433683466,0.915210639694142,0.195502834410554,0.199856195212151,0.0233196259860122
"model_761","Root_Biomass_Herbivore_nativeness","Root_Biomass","Herbivore_nativeness","no","no","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Root_Biomass'","list(~1 | Citation / data_point_ID)",3,2,12,39,7," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_761.Rds","outputs/revision/models/model_241.Rds",5.72754015980834e-08,6.3319959379579e-08,90.3053668340077,87.8919156410536,1.01156287189875e-12,2.72414926916092e-14,9.49064350288347e-11,1.03267194890054e-10,"model_241","no",90.3053668340077,0,"yes",1.51837443977027,0.217865654793453,1.2370571763194,99.9999974397548,0.0809623992413141
"model_762","Root_Biomass_Herbivore_nativeness","Root_Biomass","Herbivore_nativeness","no","no","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Root_Biomass'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",3,2,12,39,7," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_762.Rds","outputs/revision/models/model_242.Rds",1.24691795946892e-08,5.32209278101677e-08,98.1690180971136,95.7555669062388,3.10449206054151e-12,2.5653216816494e-13,2.06616688755895e-11,8.67968959187222e-11,"model_242","no",90.3053668340077,7.86365126310591,"no",1.51837444184952,0.217865654478376,1.23705717742148,99.9999988512758,0.761953827301182
"model_763","Root_Biomass_Herbivore_nativeness","Root_Biomass","Herbivore_nativeness","no","yes","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Root_Biomass'","list(~1 | Citation / species_response_tag / data_point_ID)",3,2,12,39,7," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_763.Rds","outputs/revision/models/model_243.Rds",2.10864913112665e-08,3.53943502324063e-08,94.237192465439,91.8237412733249,6.13499167277425e-15,1.29666974661886e-11,3.49407190706026e-11,5.77239040935773e-11,"model_243","no",90.3053668340077,3.93182563143132,"no",1.51837444061023,0.21786565466617,1.23705717844042,99.999999057421,0.394692378846039
"model_764","Root_Biomass_Herbivore_nativeness","Root_Biomass","Herbivore_nativeness","no","yes","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Root_Biomass'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",3,2,12,39,7," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_764.Rds","outputs/revision/models/model_244.Rds",2.82008160090835e-08,5.02019083561013e-09,102.100843734217,99.6873925389297,3.92659083226288e-15,7.14355960524136e-13,4.67292910546367e-11,8.18732403153071e-12,"model_244","no",90.3053668340077,11.7954769002094,"no",1.51837443743699,0.217865655147024,1.23705717984389,99.9999985520298,-4.70751699513476
"model_765","Root_Biomass_Herbivore_nativeness","Root_Biomass","Herbivore_nativeness","yes","no","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Root_Biomass'","list(~1 | Citation / data_point_ID, ~1 | site_id)",3,2,12,39,7," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_765.Rds","outputs/revision/models/model_245.Rds",2.78785753664482e-08,3.18910083564568e-08,94.237192467258,91.8237412748428,0,9.74065656292526e-13,4.61953321515083e-11,5.20103772399705e-11,"model_245","yes",90.3053668340077,3.93182563325033,"no",1.51837444030917,0.217865654711791,1.2370571796924,99.9999987538108,0.111805478003595
"model_766","Root_Biomass_Herbivore_nativeness","Root_Biomass","Herbivore_nativeness","yes","no","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Root_Biomass'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",3,2,12,39,7," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_766.Rds","outputs/revision/models/model_246.Rds",3.59002775997095e-08,1.80029013114724e-08,102.10084373512,99.687392538153,0,5.02847356075269e-14,5.94874460543231e-11,2.93605544869523e-11,"model_246","yes",90.3053668340077,11.7954769011118,"no",1.51837443575779,0.217865655401479,1.23705718085879,99.9999983949577,-1.02610090626044
"model_769","Root_Biomass_Invasive","Root_Biomass","Invasive","no","no","no","Soil","!is.na(Invasive) & analysis_group == 'Root_Biomass'","list(~1 | Citation / data_point_ID)",3,2,12,39,7," ~ Invasive"," ~ 1","outputs/revision/models/model_769.Rds","outputs/revision/models/model_249.Rds",5.72754015980834e-08,6.3319959379579e-08,90.3053668340077,87.8919156410536,1.01156287189875e-12,2.72414926916092e-14,9.49064350288347e-11,1.03267194890054e-10,"model_249","no",90.3053668340077,0,"yes",1.51837443977027,0.217865654793453,1.2370571763194,99.9999974397548,0.0809623992413141
"model_770","Root_Biomass_Invasive","Root_Biomass","Invasive","no","no","yes","Soil","!is.na(Invasive) & analysis_group == 'Root_Biomass'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",3,2,12,39,7," ~ Invasive"," ~ 1","outputs/revision/models/model_770.Rds","outputs/revision/models/model_250.Rds",1.24691795946892e-08,5.32209278101677e-08,98.1690180971136,95.7555669062388,3.10449206054151e-12,2.5653216816494e-13,2.06616688755895e-11,8.67968959187222e-11,"model_250","no",90.3053668340077,7.86365126310591,"no",1.51837444184952,0.217865654478376,1.23705717742148,99.9999988512758,0.761953827301182
"model_771","Root_Biomass_Invasive","Root_Biomass","Invasive","no","yes","no","Soil","!is.na(Invasive) & analysis_group == 'Root_Biomass'","list(~1 | Citation / species_response_tag / data_point_ID)",3,2,12,39,7," ~ Invasive"," ~ 1","outputs/revision/models/model_771.Rds","outputs/revision/models/model_251.Rds",2.10864913112665e-08,3.53943502324063e-08,94.237192465439,91.8237412733249,6.13499167277425e-15,1.29666974661886e-11,3.49407190706026e-11,5.77239040935773e-11,"model_251","no",90.3053668340077,3.93182563143132,"no",1.51837444061023,0.21786565466617,1.23705717844042,99.999999057421,0.394692378846039
"model_772","Root_Biomass_Invasive","Root_Biomass","Invasive","no","yes","yes","Soil","!is.na(Invasive) & analysis_group == 'Root_Biomass'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",3,2,12,39,7," ~ Invasive"," ~ 1","outputs/revision/models/model_772.Rds","outputs/revision/models/model_252.Rds",2.82008160090835e-08,5.02019083561013e-09,102.100843734217,99.6873925389297,3.92659083226288e-15,7.14355960524136e-13,4.67292910546367e-11,8.18732403153071e-12,"model_252","no",90.3053668340077,11.7954769002094,"no",1.51837443743699,0.217865655147024,1.23705717984389,99.9999985520298,-4.70751699513476
