response_key,Response_Highest_Level,Response_Cat,Response_Sphere,Species_Class,Species_Nativeness,Strata_or_soil_depth,woody_height_class,age_class,Species_Level,Species,Response,Units,Response_Dimension,Response_Living,analysis_group_category,eco_response_coarse,eco_response_fine,eco_response_fine2,eco_response_fine3,eco_response_fine4
response combo 1873,SOIL_NUTRIENTS,Total_P,soil,Phosphorous,Unspecified,0-100 cm,,,,Soil,proportion Phosphorous,mg / kg,Belowground,Abiotic,Soil,Soil_Total_P,,,,
response combo 1874,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Unspecified,,young,"saplings, <2.5 cm",Higher_level,total,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 1875,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,trees,Unspecified,,young,seedlings,Higher_level,total,Density,count / area,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 1876,SOIL_COVER,Litter_Cover,soil,litter,Unspecified,,,,,litter,dry weight,tonnes / ha,Aboveground,Dead,Soil,Dead_Vegetation,Litter_Cover,,,
response combo 1877,SOIL_NUTRIENTS,Omit,soil,humus,Unspecified,,,,,Soil,dry weight,tonnes / ha,Belowground,Abiotic,,,,,,
response combo 1878,SOIL_NUTRIENTS,Total_C,soil,Carbon,Unspecified,Organic,,,,Soil,percent Carbon,% / kg,Belowground,Abiotic,Soil,Soil_Total_C,,,,
response combo 1879,SOIL_NUTRIENTS,Total_C,soil,Carbon,Unspecified,0-100 cm,,,,Soil,percent Carbon,% / kg,Belowground,Abiotic,Soil,Soil_Total_C,,,,
response combo 1880,SOIL_NUTRIENTS,Total_N,soil,Nutrients,Reported_Native,0-10 cm,,,,Soil,Soil % n,%,Belowground,Abiotic,Soil,Soil_Total_N,,,,
response combo 1881,SOIL_NUTRIENTS,C:N,soil,Nutrients,Reported_Native,0-10 cm,,,,Soil,Carbon / nitrogen,ratio,Belowground,Abiotic,Soil,Soil_C:N,,,,
response combo 1882,SOIL_CHEMISTRY,pH,soil,Conditions,Reported_Native,0-10 cm deep,,,,pH,Ph,pH,Belowground,Living,,,,,,
response combo 1883,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,Trees,Reported_Native,,young,saplings <=10 cm dbh,Higher_level,total,Density_indiv / m2,indiv / m2,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 1884,BIOMASS,Biomass_Proxy,vegetation,Trees,Reported_Native,,young,saplings <=10 cm dbh,Higher_level,total,Height_cm,cm,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Understorey_Woody_Abundance,Native_Plant_Abundance
response combo 1885,PRIMARY_PRODUCTIVITY,Growth_Rates,vegetation,Trees,Reported_Native,,,mature trees >10cm dbh,Species,Quercus rubra,Basal area growth rate over 16 years,%,Aboveground,Living,Plants,Primary_Productivity,,,,Aboveground_Primary_Productivity
response combo 1886,SOIL_NUTRIENTS,Total_C,soil,Nutrients,Reported_Native,0-10 cm,,,,Soil,Soil % c,%,Belowground,Abiotic,Soil,Soil_Total_C,,,,
response combo 1887,DIVERSITY,Diversity_Metrics,vegetation,Vascular plants,Unspecified,total,,,Higher,Vascular plants,Shannon Index,,Aboveground,Living,Plants,Plant_Diversity,,,,Native_Plant_Diversity
response combo 1888,ABUNDANCE,Cover,vegetation,Pteridophyte,Unspecified,total,,,Higher,Pteridophyte,Cover,%,Aboveground,Living,Plants,Plant_Abundance,,,,Native_Plant_Abundance
response combo 1889,ABUNDANCE,Cover,vegetation,Conifer,Unspecified,total,,,Higher,Conifer,Cover,%,Aboveground,Living,Plants,Plant_Abundance,,,,Native_Plant_Abundance
response combo 1890,SOIL_NUTRIENTS,Total_P,soil,nutrients,Unspecified,F-layer,,,,Soil,P (µg/g),µg/g,Belowground,Abiotic,Soil,Soil_Total_P,,,,
response combo 1891,ABUNDANCE,Cover,vegetation,Bryophyte,Unspecified,total,,,Higher,Bryophyte,Cover,%,Aboveground,Living,Plants,Plant_Abundance,,,,Native_Plant_Abundance
response combo 1892,ABUNDANCE,Cover,vegetation,Shrub,Unspecified,total,,,Higher,Shrub,Cover,%,Aboveground,Living,Plants,Plant_Abundance,,,,Native_Plant_Abundance
response combo 1893,ABUNDANCE,Cover,vegetation,Forb,Unspecified,total,,,Higher,Forb,Cover,%,Aboveground,Living,Plants,Plant_Abundance,,,,Native_Plant_Abundance
response combo 1894,DIVERSITY,Diversity_Metrics,vegetation,Bryophyte,Unspecified,total,,,Higher,Bryophyte,Shannon Index,,Aboveground,Living,Plants,Plant_Diversity,,,,Native_Plant_Diversity
response combo 1895,ABUNDANCE,Cover,vegetation,Graminoid,Unspecified,total,,,Higher,Graminoid,Cover,%,Aboveground,Living,Plants,Plant_Abundance,,,,Native_Plant_Abundance
response combo 1896,BIOMASS,Biomass,vegetation,Graminoids,Inferred_Native,,,,Higher_level,total,Dry weight biomass,g / m2,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 1897,BIOMASS,Biomass,vegetation,Forbs,Inferred_Native,,,,Higher_level,total,Dry weight biomass,g / m2,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Native_Plant_Abundance
response combo 1898,BIOMASS,Biomass,vegetation,Structure,Inferred_Native,surface,,,,Leaf litter,Dry weight biomass,g / m2,Aboveground,Dead,Soil,Dead_Vegetation,,,,
response combo 1899,,Demography,vegetation,Forbs,Inferred_Native,,,,Species,Lithospermum ruderale,Mean seeds per cage,count,Aboveground,,,,,,,
response combo 1900,BIOMASS,Biomass_Proxy,vegetation,Trees,Reported_Native,,,,Species,Populus tremuloides,Height,cm,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,Not_NFixing_Abundance,,Native_Plant_Abundance
response combo 1901,BIOMASS,Biomass_Proxy,vegetation,Trees,Reported_Native,,,,Species,Acer grandidentatum,Height,cm,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 1902,BIOMASS,Biomass_Proxy,vegetation,Trees,Reported_Native,,,,Species,Robinia neomexicana,Height,cm,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 1903,BIOMASS,Biomass,vegetation,Herbaceous Vegetation,Inferred_Native,,,,Family,Poaceae,Shoot biomass,g / m2,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 1904,DIVERSITY,Diversity_Metrics,vegetation,Herbaceous Vegetation,Inferred_Native,,,,Higher_level,total,Shannon-Wiener Diversity Index,H index,Aboveground,Living,Plants,Plant_Diversity,,,,Native_Plant_Diversity
response combo 1905,DIVERSITY,Richness,vegetation,Herbaceous Vegetation,Inferred_Native,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,Native_Plant_Diversity
response combo 1906,DIVERSITY,Evenness,vegetation,Herbaceous Vegetation,Inferred_Native,,,,Higher_level,total,Evenness,metric_evenness metric unclear,Aboveground,Living,Plants,Plant_Eveness,,,,Native_Plant_Eveness
response combo 1907,BIOMASS,Biomass,vegetation,Herbaceous Vegetation,Inferred_Native,,,,Higher_level,Forb,Shoot biomass,g / m2,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Native_Plant_Abundance
response combo 1908,BIOMASS,Biomass,vegetation,Herbaceous Vegetation,Inferred_Native,0-30 cm,,,Family,Poaceae,Root biomass,g / m2,Belowground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 1909,BIOMASS,Biomass,vegetation,Herbaceous Vegetation,Inferred_Native,0-30 cm,,,Higher_level,Forb,Root biomass,g / m2,Belowground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Native_Plant_Abundance
response combo 1910,DIVERSITY,Beta_Diversity,vegetation,Herbaceous Vegetation,Inferred_Native,,,,Higher_level,total,Beta diversity,metric,Aboveground,Living,Plants,Plant_Beta_Div,,,,Native_Plant_Beta_Div
response combo 1911,ABUNDANCE,Cover,vegetation,Herbaceous Vegetation,Inferred_Native,,,,Higher_level,total,Cover,%,Aboveground,Living,Plants,Plant_Abundance,,,,Native_Plant_Abundance
response combo 1912,SOIL_NUTRIENTS,Total_C,soil,Nutrients,Inferred_Native,0-10 cm,,,,Soil,Carbon x 10^-1,mg / 100 g soil,Belowground,Abiotic,Soil,Soil_Total_C,,,,
response combo 1913,SOIL_NUTRIENTS,Total_N,soil,Nutrients,Inferred_Native,0-10 cm,,,,Soil,Nitrogen x 10^-1,mg / 100 g soil,Belowground,Abiotic,Soil,Soil_Total_N,,,,
response combo 1914,SOIL_NUTRIENTS,Total_P,soil,Nutrients,Inferred_Native,0-10 cm,,,,Soil,Phosphorus x 10^-1,mg / 100 g soil,Belowground,Abiotic,Soil,Soil_Total_P,,,,
response combo 1915,SOIL_NUTRIENTS,Total_Ca,soil,Nutrients,Inferred_Native,0-10 cm,,,,Soil,Calcium,mg / 100 g soil,Belowground,Abiotic,Soil,Soil_Total_Ca,,,,
response combo 1916,SOIL_NUTRIENTS,Total_Mg,soil,Nutrients,Inferred_Native,0-10 cm,,,,Soil,Magnesium,mg / 100 g soil,Belowground,Abiotic,Soil,Soil_Total_Mg,,,,
response combo 1917,SOIL_NUTRIENTS,Na,soil,Nutrients,Inferred_Native,0-10 cm,,,,Soil,Sodium x 10^-1,mg / 100 g soil,Belowground,Abiotic,,,,,,
response combo 1918,SOIL_CHEMISTRY,pH,soil,Conditions,Inferred_Native,0-10 cm depth,,,,pH,Ph,mg / 100 g soil,Belowground,Living,,,,,,
response combo 1919,ABUNDANCE,Abundance_Density_Freq_Counts,small mammals,Small Mammals,Reported_Native,,,,,Peromyscus maniculatus,Abundance_individuals / trapline,indiv / trapline,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Small_Mammal_Abundance,Mamm_SmallHerb_Abundance,Vert_Herb_Abundance,
response combo 1920,ABUNDANCE,Abundance_Density_Freq_Counts,herpetofauna,Snake,Inferred_Native,,,,,Psammophis mossambicus,Abundance (number of sightings),count,Aboveground,Living,Vertebrates,Vertebrate_Abundance,Herpetofauna_Abundance,,,
response combo 1921,DIVERSITY,Richness,vegetation,Trees And Shrubs,Reported_Native,,,,Higher_level,woody,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Woody_Diversity,,,Native_Plant_Diversity
response combo 1922,BIOMASS,Biomass,vegetation,Trees,Reported_Native,canopy,over_2m,dbh >= 4cm,Species,Betula papyrifera,Biomass,Mg / ha,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,Not_NFixing_Abundance,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 1923,BIOMASS,Biomass,vegetation,Trees,Reported_Native,canopy,over_2m,dbh >= 4cm,Species,Populus tremuloides,Biomass,Mg / ha,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,Not_NFixing_Abundance,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 1924,BIOMASS,Biomass,vegetation,Trees,Reported_Native,canopy,over_2m,dbh >= 4cm,Species,Picea laxa,Biomass,Mg / ha,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 1925,BIOMASS,Biomass,vegetation,Woody,Reported_Native,,,dbh < 4cm,Species,Alnus crispa,Biomass,Mg / ha,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 1926,BIOMASS,Biomass,vegetation,Woody,Reported_Native,,,dbh < 4cm,Species,Abies balsamea,Biomass,Mg / ha,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 1927,BIOMASS,Biomass,vegetation,Shrubs,Reported_Native,,,dbh < 4cm,Species,Cornus sericea,Biomass,Mg / ha,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,Not_NFixing_Abundance,,Native_Plant_Abundance
response combo 1928,BIOMASS,Biomass,vegetation,Shrubs,Reported_Native,,,dbh < 4cm,Species,Sorbus decora,Biomass,Mg / ha,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 1929,BIOMASS,Biomass,vegetation,Woody,Reported_Native,,,dbh < 4cm,Species,Acer spicatum,Biomass,Mg / ha,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 1930,BIOMASS,Biomass,vegetation,Woody,Reported_Native,,,dbh < 4cm,Species,Betula papyrifera,Biomass,Mg / ha,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,Not_NFixing_Abundance,,Native_Plant_Abundance
response combo 1931,BIOMASS,Biomass,vegetation,Shrubs,Reported_Native,,,,Species,Rubus nutkanus,Biomass,Mg / ha,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 1932,DIVERSITY,Richness,vegetation,Herbaceous Vegetation,Reported_Native,,,,Higher_level,herbaceous,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,Native_Plant_Diversity
response combo 1933,PLANT_NUTRIENTS,Omit,vegetation,Leaf Litter,Unspecified,,,,,,Leaf litter nitrogen,kg / ha,Aboveground,Dead,,,,,,
response combo 1934,PLANT_NUTRIENTS,Omit,vegetation,Leaf Litter,Unspecified,,,,,,Leaf litter carbon,kg / ha,Aboveground,Dead,,,,,,
response combo 1935,PLANT_NUTRIENTS,Omit,vegetation,Leaf Litter,Unspecified,,,,Higher_level,total,Total leaf litter mass,kg / ha,Aboveground,Living,,,,,,
response combo 1936,PLANT_NUTRIENTS,Omit,vegetation,Non-Senesced Herbaceous Tissue,Unspecified,,,,,,Herbaceous foliar nitrogen,kg / ha,Aboveground,Living,,,,,,
response combo 1937,PLANT_NUTRIENTS,Omit,vegetation,Non-Senesced Herbaceous Tissue,Unspecified,,,,,,Herbaceous foliar carbon,kg / ha,Aboveground,Living,,,,,,
response combo 1938,BIOMASS,Biomass,vegetation,Trees,Reported_Native,canopy,over_2m,dbh >= 4cm,Higher_level,total,Biomass,Megagram / ha,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 1939,PRIMARY_PRODUCTIVITY,Primary_Productivity,vegetation,Trees,Reported_Native,canopy,over_2m,canopy trees,Higher_level,total,Biomass production per year,kg / ha / year,Aboveground,Living,Plants,Primary_Productivity,,,,Aboveground_Primary_Productivity
response combo 1940,BIOMASS,Biomass,vegetation,Shrubs,Reported_Native,,,dbh < 4cm,Higher_level,total,Biomass,kg / ha,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 1941,PRIMARY_PRODUCTIVITY,Primary_Productivity,vegetation,Shrubs,Reported_Native,,,dbh < 4cm,Higher_level,total,Biomass production per year,kg / ha / year,Aboveground,Living,Plants,Primary_Productivity,,,,Aboveground_Primary_Productivity
response combo 1942,BIOMASS,Biomass,vegetation,Herbaceous Vegetation,Reported_Native,,,,Higher_level,herbaceous,Biomass,kg / ha,Aboveground,Living,Plants,Plant_Abundance,,,,Native_Plant_Abundance
response combo 1943,BIOMASS,Biomass,vegetation,Trees,Reported_Native,canopy,over_2m,dbh >= 4cm,Species,Abies balsamea,Biomass,Mg / ha,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,Overstorey_Woody_Abundance,Native_Plant_Abundance
response combo 1944,PRIMARY_PRODUCTIVITY,Growth_Rates,vegetation,Forbs,Reported_Native,,,,Species,Lupinus chamissonis,Growth rate,m3 / 100 days,Aboveground,Living,Plants,Biomass_Accumulation_Rate,,,,Aboveground_Biomass_Accumulation_Rate
response combo 1945,SOIL_NUTRIENTS,Labile_N,soil,Nutrients,Unspecified,0-10 cm,,,,Soil,Plant available nh4+,ug N / g soil,Belowground,Abiotic,Soil,Soil_Labile_N,,,,
response combo 1946,SOIL_NUTRIENTS,Labile_N,soil,Nutrients,Unspecified,0-10 cm,,,,Soil,Plant available no3-,ug N / g soil,Belowground,Abiotic,Soil,Soil_Labile_N,,,,
response combo 1947,,Demography,vegetation,Forbs,Reported_Native,,,,Species,Lupinus chamissonis,Seed production,seeds / plant,Aboveground,,,,,,,
response combo 1948,SOIL_PROCESS,N_Mineralization_Rate,soil,Nutrients,Unspecified,0-10 cm depth,,,,Nitrogen,Net nitrogen mineralization rates,ug N / g soil / month,Belowground,Living,Soil,N_Mineralization_Rate,,,,
response combo 1949,PLANT_NUTRIENTS,C:N,vegetation,Forbs,Reported_Native,,,,Species,Lupinus chamissonis,Foliar carbon : nitrogen ratio,Carbon : Nitrogen,Aboveground,Living,Plants,Plant_C:N,Woody_C:N,,,Native_Plant_C:N
response combo 1950,,Unclear,vegetation,Litter,Unspecified,surface,,,Higher_level,all species,Litter beneath lupines,g / m2,Aboveground,,,,,,,
response combo 1951,,Unclear,soil,Litter,Unspecified,surface,,,,Lupinus chamissonis,Litter beneath lupines,g / m2,Aboveground,,,,,,,
response combo 1952,,Hydrology,hydrology,Conditions,Unspecified,,,,,velocity,Velocity,meters / sec,,,,,,,,
response combo 1953,SOIL_COVER,Cover,soil,Substrate,Unspecified,,,,,cobble,Cover,%,Aquatic,Abiotic,,,,,,
response combo 1954,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Aquatic Macroinvertebrates,Unspecified,,,,,Simulidae,Abundance,count / 0.09 m2,Aquatic,Living,Invertebrates,Invertebrate_Abundance,Bloodfeeding_Abundance,,,
response combo 1955,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Aquatic Macroinvertebrates,Unspecified,,,,,Dicronata,Abundance,count / 0.09 m2,Aquatic,Living,Invertebrates,Invertebrate_Abundance,,,,
response combo 1956,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Aquatic Macroinvertebrates,Unspecified,,,,,Argia,Abundance,count / 0.09 m2,Aquatic,Living,Invertebrates,Invertebrate_Abundance,Invert_Predator_Abundance,,,
response combo 1957,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Aquatic Macroinvertebrates,Unspecified,,,,,Hydropyche,Abundance,count / 0.09 m2,Aquatic,Living,Invertebrates,Invertebrate_Abundance,Invert_Omnivore_Abundance,,,
response combo 1958,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Aquatic Macroinvertebrates,Unspecified,,,,,Hesperophylax,Abundance,count / 0.09 m2,Aquatic,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 1959,SOIL_COVER,Cover,soil,Substrate,Unspecified,,,,,pebble,Cover,%,Aquatic,Abiotic,,,,,,
response combo 1960,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Aquatic Macroinvertebrates,Unspecified,,,,,Pisidium,Abundance,count / 0.09 m2,Aquatic,Living,Invertebrates,Invertebrate_Abundance,Bivalve_Abundance,,,
response combo 1961,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Aquatic Macroinvertebrates,Unspecified,,,,,Stagnicola,Abundance,count / 0.09 m2,Aquatic,Living,Invertebrates,Invertebrate_Abundance,,,,
response combo 1962,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Aquatic Macroinvertebrates,Unspecified,,,,,Physella,Abundance,count / 0.09 m2,Aquatic,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 1963,,Hydrology,hydrology,Conditions,Unspecified,,,,,temperature,Temperature,Celsius,,,,,,,,
response combo 1964,SOIL_COVER,Cover,soil,Substrate,Unspecified,,,,,sand-mud,Cover,%,Aquatic,Abiotic,,,,,,
response combo 1965,,Hydrology,hydrology,Conditions,Unspecified,,,,,Oxygen_% saturation,Oxygen_% saturation,% saturation,,,,,,,,
response combo 1966,DIVERSITY,Richness,invertebrates,Aquatic Macroinvertebrates,Unspecified,,,,,total,Richness,count,Aquatic,Living,Invertebrates,Invertebrate_Diversity,,,,
response combo 1967,,Hydrology,hydrology,Conditions,Unspecified,,,,,pH,Ph,pH,,,,,,,,
response combo 1968,DIVERSITY,Diversity_Metrics,invertebrates,Aquatic Macroinvertebrates,Unspecified,,,,,total,Diversity,metric,Aquatic,Living,Invertebrates,Invertebrate_Diversity,,,,
response combo 1969,DIVERSITY,Evenness,invertebrates,Aquatic Macroinvertebrates,Unspecified,,,,,total,Evenness,metric,Aquatic,Living,Invertebrates,Invertebrate_Diversity,,,,
response combo 1970,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Aquatic Macroinvertebrates,Unspecified,,,,,Oligochaeta,Abundance,count / 0.09 m2,Aquatic,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 1971,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Aquatic Macroinvertebrates,Unspecified,,,,,Acari,Abundance,count / 0.09 m2,Aquatic,Living,Invertebrates,Invertebrate_Abundance,,,,
response combo 1972,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Aquatic Macroinvertebrates,Unspecified,,,,,Hyalella,Abundance,count / 0.09 m2,Aquatic,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 1973,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Aquatic Macroinvertebrates,Unspecified,,,,,Ostracoda,Abundance,count / 0.09 m2,Aquatic,Living,Invertebrates,Invertebrate_Abundance,,,,
response combo 1974,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Aquatic Macroinvertebrates,Unspecified,,,,,Helophorus,Abundance,count / 0.09 m2,Aquatic,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 1975,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Aquatic Macroinvertebrates,Unspecified,,,,,Hydrophilidae,Abundance,count / 0.09 m2,Aquatic,Living,Invertebrates,Invertebrate_Abundance,Invert_Predator_Abundance,,,
