data_point_ID,Response_Highest_Level,Response_Cat,Response_Sphere,Species_Class,Species_Nativeness,Strata_or_soil_depth,woody_height_class,age_class,Species_Level,Species,Response,Units,Response_Dimension,Response_Living,analysis_group_category,eco_response_coarse,eco_response_fine,eco_response_fine2,eco_response_fine3,eco_response_fine4
Takafumi et al 2023 Forest Ecology and Management 17,ABUNDANCE,Plant_Cover,vegetation,trees,,,,,Higher_Level,trees,Cover,Percent,Aboveground,Living,Plants,Plant_Abundance,,Woody_Abundance,,
Takafumi et al 2023 Forest Ecology and Management 18,ABUNDANCE,Plant_Cover,vegetation,trees,,,,,Higher_Level,trees,Cover,Percent,Aboveground,Living,Plants,Plant_Abundance,,Woody_Abundance,,
Rupprecht et al 2022 Journal of Applied Ecology 7,ABUNDANCE,Plant_Cover,vegetation,woody species,,,,,Higher_Level,woody species,Plant Cover,%,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Maillard et al 2021 Forest Ecology and Management 12,ABUNDANCE,Plant_Cover,vegetation,conifers,,overstorey,,,higher_Level,total,Cover,Percent,Aboveground,Living,Plants,Plant_Abundance,,Woody_Abundance,,
Takafumi et al 2023 Forest Ecology and Management 13,ABUNDANCE,Plant_Cover,vegetation,shrubs,,,,,Higher_Level,shrubs,Cover,Percent,Aboveground,Living,Plants,Plant_Abundance,,Woody_Abundance,,
Takafumi et al 2023 Forest Ecology and Management 14,ABUNDANCE,Plant_Cover,vegetation,shrubs,,,,,Higher_Level,shrubs,Cover,Percent,Aboveground,Living,Plants,Plant_Abundance,,Woody_Abundance,,
Takafumi et al 2023 Forest Ecology and Management 15,ABUNDANCE,Plant_Cover,vegetation,shrubs,,,,,Higher_Level,shrubs,Cover,Percent,Aboveground,Living,Plants,Plant_Abundance,,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 20,ABUNDANCE,Plant_Cover,vegetation,shrubs,,understorey,,,Higher_Level,,Cover,Percent,Aboveground,Living,Plants,Plant_Abundance,,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 21,ABUNDANCE,Plant_Cover,vegetation,shrubs,,understorey,,,Higher_Level,,Cover,Percent,Aboveground,Living,Plants,Plant_Abundance,,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 22,ABUNDANCE,Plant_Cover,vegetation,shrubs,,understorey,,,Higher_Level,,Cover,Percent,Aboveground,Living,Plants,Plant_Abundance,,Woody_Abundance,,
Swain et al 2023 Journal of Animal Ecology 2,ABUNDANCE,Plant_Cover,vegetation,shrubs,,understorey,,,Higher_Level,total,Shrub Cover,Percent,Aboveground,Living,Plants,Plant_Abundance,,Woody_Abundance,,
Maillard et al 2021 Forest Ecology and Management 3,ABUNDANCE,Plant_Cover,vegetation,shrubs,,understorey,,,higher_Level,total,Cover,Percent,Aboveground,Living,Plants,Plant_Abundance,,Woody_Abundance,,
Maillard et al 2021 Forest Ecology and Management 9,ABUNDANCE,Plant_Cover,vegetation,shrubs,,understorey,,,higher_Level,total,Cover,Percent,Aboveground,Living,Plants,Plant_Abundance,,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 77,ABUNDANCE,Plant_Cover,vegetation,shrubs,Native,understorey + overstorey,,,Genus,Salix spp.,Crown Area,m2,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 79,ABUNDANCE,Plant_Cover,vegetation,shrubs,Native,understorey + overstorey,,,Genus,Salix spp.,Crown Area,m2,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 24,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Amelanchier alnifolia,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 40,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Amelanchier alnifolia,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 25,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Arctostaphylos uva-ursi,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 76,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Arctostaphylos uva-ursi,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 34,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Artemisia tridentata,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 42,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Artemisia tridentata,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 51,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Artemisia tridentata,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 28,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Lonicera involucrata,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 73,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Lonicera involucrata,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 31,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Ribes inermis,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 37,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Ribes inermis,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 62,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Ribes lacustre,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 71,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Ribes lacustre,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 69,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Rubus idaeus,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 66,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Salix geyeriana,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 72,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Sambucus racemosa,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 47,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Shepherdia canadensis,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Konopka et al 2021 Forests 9,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Species,Fraxinus excelsior,Tree density,individuals per 10 m2,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 61,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,species,Betula occidentalis,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Donoso et al 2023 Invasive Plant Science and Management 6,ABUNDANCE,Plant_Density,vegetation,vines,,,,,Higher_Level,vines,Density,vines/m2,Aboveground,Living,Plants,Plant_Abundance,,Vine_Abundance,,
Donoso et al 2023 Invasive Plant Science and Management 5,ABUNDANCE,Plant_Density,vegetation,shrubs,,,,,Higher_Level,shrubs,Density,shrubs/m2,Aboveground,Living,Plants,Plant_Abundance,,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 78,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,Genus,Salix spp.,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 80,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,Genus,Salix spp.,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 49,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Berberis repens,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 29,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Dasiphora fruticosa,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 43,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Dasiphora fruticosa,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 64,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Dasiphora fruticosa,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 75,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Dasiphora fruticosa,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 26,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Juniperis communis,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 48,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Juniperis communis,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 27,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Juniperus scopulorum,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 45,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Juniperus scopulorum,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 30,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Prunus virginiana,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 36,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Prunus virginiana,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 57,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Prunus virginiana,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 32,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Rosa woodsii,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 38,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Rosa woodsii,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 46,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Rosa woodsii,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 55,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Rosa woodsii,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 63,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Rosa woodsii,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 67,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Rosa woodsii,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 53,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Salix bebbiana,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 60,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Salix bebbiana,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 65,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Salix bebbiana,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 41,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Salix lutea,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 54,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Salix lutea,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 59,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Salix lutea,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 74,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Salix lutea,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 33,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Symphoricarpos albus,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 39,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Symphoricarpos albus,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 50,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Symphoricarpos albus,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 70,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Symphoricarpos albus,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 88,ABUNDANCE,Plant_Density,vegetation,trees + shrubs,Native,understorey + overstorey,,,Higher_Level,Populus tremuloides,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 89,ABUNDANCE,Plant_Density,vegetation,trees + shrubs,Native,understorey + overstorey,,,Higher_Level,Populus tremuloides,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 90,ABUNDANCE,Plant_Density,vegetation,trees + shrubs,Native,understorey + overstorey,,,Higher_Level,Populus tremuloides,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 91,ABUNDANCE,Plant_Density,vegetation,trees + shrubs,Native,understorey + overstorey,,,Higher_Level,Populus tremuloides,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 92,ABUNDANCE,Plant_Density,vegetation,trees + shrubs,Native,understorey + overstorey,,,Higher_Level,Populus tremuloides,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 93,ABUNDANCE,Plant_Density,vegetation,trees + shrubs,Native,understorey + overstorey,,,Higher_Level,Populus tremuloides,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 94,ABUNDANCE,Plant_Density,vegetation,trees + shrubs,Native,understorey + overstorey,,,Higher_Level,Populus tremuloides,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Konopka et al 2021 Forests 10,ABUNDANCE,Plant_Density,vegetation,trees,,understorey + overstorey,,,Higher_Level,total,Tree density,individuals per 10 m2,Aboveground,Living,Plants,Plant_Abundance,,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 95,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Higher_Level,Populus tremuloides,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 96,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Higher_Level,Populus tremuloides,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 97,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Higher_Level,Populus tremuloides,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 98,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Higher_Level,Populus tremuloides,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Kauffman et al 2025 Ecosphere 99,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Higher_Level,Populus tremuloides,Density,No./ Ha,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Konopka et al 2021 Forests 6,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Species,Abies alba,Tree density,individuals per 10 m2,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Konopka et al 2021 Forests 4,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Species,Acer pseudoplatanus,Tree density,individuals per 10 m2,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Konopka et al 2021 Forests 2,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Species,Betula pendula,Tree density,individuals per 10 m2,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Konopka et al 2021 Forests 7,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Species,Fagus sylvatica,Tree density,individuals per 10 m2,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Konopka et al 2021 Forests 1,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Species,Picea abies,Tree density,individuals per 10 m2,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Konopka et al 2021 Forests 8,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Species,Populus tremula,Tree density,individuals per 10 m2,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
Konopka et al 2021 Forests 5,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Species,Salix caprea,Tree density,individuals per 10 m2,Aboveground,Living,Plants,Plant_Abundance,Native_Plant_Abundance,Woody_Abundance,,
